Company Name,ISIN,LEI,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5,BA1.5 Date,Location,Region,Sector,Date,Target,Target Classification,Extension
First MTR South Western Trains Limited,,,Targets Set,1.5°C,2027,,,,No,,Company,No,,United Kingdom (UK),Europe,Ground Transportation - Railroads Transportation,01/07/2023,"South Western Railway commits to reduce absolute scope 1 and 2 GHG
emissions 33.6% by 2027 from a 2019 base year. South Western Railway
also commits to reduce absolute scope 3 GHG emissions from fuel and
energy related activities 33.6% within the same timeframe. South Western
Railway further commits that 55% of its suppliers by emissions covering
purchased goods and services, will have science-based targets by 2027.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
First Solar Inc,US3364331070,549300NPYMLM4NHTOF27,Targets Set,1.5°C,2028,Targets Set,1.5°C,2050,Yes,2050,Company,Yes,01/05/2022,United States of America (USA),North America,Electrical Equipment and Machinery,01/08/2023,"Overall Net-Zero Target 
First Solar Inc commits to reach net-zero GHG emissions across the value chain by 2050. 
Near-Term Targets 
First Solar commits to reduce absolute scope 1 and 2 GHG emissions 34% by 2028 from a 2020 base year. First Solar also commits to reduce scope 3 GHG emissions from purchased goods and services 45% per MW produced within the same timeframe. 
Long-Term Targets 
First Solar Inc commits to reduce absolute Scope 1 and 2 GHG emissions 90% by 2050 from a 2020 base year. First Solar Inc commits to reduce Scope 3 GHG emissions from purchased goods and services, capital goods, and fuel- and energy-related activities 97% per MW produced within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
FirstGroup PLC,GB0003452173,549300DEJZCPWA4HKM93,Targets Set,1.5°C,FY2035,,,,Yes,,Company,Yes,01/04/2021,United Kingdom (UK),Europe,Ground Transportation - Railroads Transportation,01/06/2023,"FirstGroup commits to reduce absolute scope 1 and 2 GHG emissions 63%
by FY2035 from a FY2020 base year.* FirstGroup also commits to reduce
absolute scope 3 GHG emissions from fuel and energy related activities
20% by FY2028 from a FY2020 base year. FirstGroup further commits that
75% of its suppliers by emissions covering purchased goods and services
and capital goods will have science-based targets by FY2028.
*The target boundary includes land-related emissions and removals from
bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
FirstMeridian Business Services Limited,,,Committed,,,,,,Yes,,Company,No,,India,Asia,Professional Services,01/02/2024,,,
FirstMile IT Services Inc.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,India,Asia,Professional Services,01/07/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ FirstMile IT Services Inc. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Fischer GmbH & Co. KG,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,Automobiles and Components,01/10/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Fischer GmbH & Co. KG commits to reduce scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
fischerAppelt AG,,,Committed,,,,,,No,,Company,No,,Germany,Europe,Media,01/01/2024,,,
Fisher & Paykel Healthcare Corporation Limited,NZFAPE0001S2,,Targets Set,1.5°C,"2034, 2024",,,,No,,Company,No,,New Zealand,Oceania,Healthcare Equipment and Supplies,01/06/2020,Fisher & Paykel Healthcare Corporation Limited commits to reduce absolute scope 1 and 2 GHG emissions 67% by FY2034 from a FY2019 base year. Fisher & Paykel Healthcare Corporation Limited also commits that 87% of suppliers by spend covering purchased goods and services and the use of sold products will have science-based targets by FY2024.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Fiskars Corporation,FI0009000400,743700BKTW4EQIVKYY42,Targets Set,1.5°C,"2030, 2024",,,,Yes,,Company,Yes,01/06/2020,Finland,Europe,"Consumer Durables, Household and Personal Products",01/10/2020,"Fiskars Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2017 base year. Fiskars Group commits to reduce absolute scope 3 GHG emissions from upstream transportation and distribution 30% by 2030 from a 2018 base year. Fiskars Group also commits that 60% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2024",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Five Arrows Managers,,,Committed,,,,,,No,,Company,No,,France,Europe,"Banks, Diverse Financials, Insurance",01/05/2023,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to .,
FIVE Holdings (BVI) Limited,,,Committed,,,,,,No,,Company,No,,United Arab Emirates (UAE),Asia,"Hotels, Restaurants and Leisure, and Tourism Services",01/02/2023,,,
FIXING US Ltd,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Media,01/01/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ FIXING US Ltd commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
FLAG CALENDARS SRL,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Italy,Europe,"Forest and paper products - Forestry, Timber, Pulp and Paper, Rubber",01/12/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ FLAG CALENDARS SRL commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flair Network Systems Pvt Ltd,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,India,Asia,Telecommunication Services,01/01/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flair Network Systems Pvt Ltd commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flair Rugs,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2040,Yes,2040,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,"Consumer Durables, Household and Personal Products",01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flair Rugs commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions. Flair Rugs commits to reach net-zero by 2040. As part of this, Flair Rugs commits to reduce scope 1+2+3 emissions 100% by 2040 from a 2022 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flamme Japan K.K.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Professional Services,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flamme Japan K.K. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flechtorfer Mühle Walter Thönebe GmbH,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,Food Production - Agricultural Production,01/02/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flechtorfer Mühle Walter Thönebe GmbH commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Fleischtrocknerei Churwalden AG,,,Targets Set,1.5°C,,,,,No,,Small or Medium Enterprise,No,,Switzerland,Europe,Food and Beverage Processing,01/11/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Fleischtrocknerei Churwalden AG commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flender International GmbH,,529900TJ6NYOFABGF758,Committed,,,,,,Yes,,Company,Yes,01/08/2022,Germany,Europe,Electrical Equipment and Machinery,01/08/2022,,,
Fletcher Building Limited,NZFBUE0001S0,549300UPHQTT2LG75045,Targets Set,Well-below 2°C,"2030, 2024",,,,No,,Company,No,,New Zealand,Oceania,Construction Materials,01/12/2019,Fletcher Building Limited commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Fletcher Building Limited also commits that 67% of its suppliers by emissions will have science-based targets by 2024.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Flex Ltd.,SG9999000020,549300EAQH74YHD07T53,Targets Set,1.5°C,"2030, 2025",,,,No,,Company,No,,Singapore,Asia,Technology Hardware and Equipment,01/04/2021,"Flex commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year.* Flex commits that 70% of its customers by emissions covering purchased goods and services, capital goods and use of sold products, will have science-based targets by 2025. * The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flexential Corp.,,,Committed,,,,,,No,,Company,No,01/05/2022,United States of America (USA),North America,Telecommunication Services,01/05/2022,,,
Flexera Software LLC,,335800TDOPHDKYVSEK64,Committed,,,,,,Yes,,Company,No,,United States of America (USA),North America,Software and Services,01/01/2024,,,
"Flexicel Portugal, Lda.",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Spain,Europe,Chemicals,01/05/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flexicel Portugal, Lda. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Flexifleet,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,France,Europe,Ground Transportation - Trucking Transportation,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Flexifleet commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
FLEXITECH (Daled Bidco SAS),,,Committed,,,,,,No,,Company,No,,France,Europe,Automobiles and Components,01/04/2023,,,
Flexport,,,Removed,,,,,,Yes,,Company,Yes,01/01/2022,United States of America (USA),North America,Software and Services,01/01/2022,,,
Flexsys America LP,,,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,Chemicals,01/05/2023,,,
Flight Centre Travel Group,AU000000FLT9,254900BGNUI78EKEJY68,Removed,,,,,,Yes,,Company,Yes,01/02/2022,Australia,Oceania,"Hotels, Restaurants and Leisure, and Tourism Services",01/02/2022,,,
